scei;nom;etat;total_oral;total_points;moyenne_generale;rang_classe
3041;PREVOST;7;325,5;725,5;12,09;1192
64942;JULIEN;7;326;590,75;9,85;2366
52132;LEFEBVRE;7;326;609,5;10,16;2268
405;TEXIER;7;326;619,5;10,33;2218
86304;DAVID;7;326;667,75;11,13;1844
6176;GARNIER;7;326;677,5;11,29;1743
6322;VOISIN;7;326;690;11,5;1592
19322;MENARD;7;326;692,5;11,54;1563
73157;LEROUX;7;326,5;566,75;9,45;2466
98247;LEMAITRE;7;326,5;569,75;9,5;2455
40694;DUPRE;7;326,5;744,25;12,4;925
71090;LAUNAY;7;327;584;9,73;2397
55432;JOURDAN;7;327;600,25;10;2322
32699;ROUSSEL;7;327;720,75;12,01;1231
38855;HERVE;7;327,5;579,5;9,66;2415
91584;LECONTE;7;327,5;597,75;9,96;2340
95432;LACROIX;7;327,5;615,75;10,26;2229
55513;DESCAMPS;7;327,5;616;10,27;2228
16853;ROCHER;7;327,5;746,75;12,45;900
18992;CHAUVEAU;7;328;592,25;9,87;2361
91342;BAILLY;7;328;633;10,55;2147
99946;BOUVIER;7;328;663;11,05;1892
91765;MERLE;7;328;714,75;11,91;1307
69127;GUILLOT;7;328;721,75;12,03;1224
106597;COLLIN;7;328;753,5;12,56;823
103195;MOREL;7;328,5;612,5;10,21;2255
119949;BRUNEL;7;328,5;613;10,22;2245
3453;ALBERT;7;328,5;619,75;10,33;2217
65155;LE ROUX;7;328,5;692;11,53;1568
71294;FERREIRA;7;328,5;715,75;11,93;1294
87778;LECOMTE;7;329;602;10,03;2318
93700;THOMAS;7;329;607;10,12;2287
109173;DUPRE;7;329;626;10,43;2183
60942;OLIVIER;7;329;641,5;10,69;2092
81632;BRUNEL;7;329;646;10,77;2051
40643;LAINE;7;329;675,5;11,26;1763
22648;DELORME;7;329;681,5;11,36;1685
107764;VALETTE;7;329;699,25;11,65;1493
75849;DUHAMEL;7;329;709,25;11,82;1376
8104;RIOU;7;329;719,25;11,99;1255
82197;PICARD;7;329;750,75;12,51;846
116317;BESNARD;7;329;755;12,58;806
44539;DANIEL;7;329,5;624,5;10,41;2192
95780;MARTEL;7;330;577,5;9,63;2425
28529;DUBOIS;7;330;643,25;10,72;2076
106048;ROGER;7;330;648;10,8;2031
26263;PAYET;7;330;651,25;10,85;1998
27976;GAILLARD;7;330;658,25;10,97;1934
119323;LAROCHE;7;330;667;11,12;1853
79948;LACROIX;7;330;679,5;11,33;1717
43703;LAUNAY;7;330;700,5;11,68;1474
55620;ANDRE;7;330;737;12,28;1031
74897;LEROY;7;330;750,25;12,5;856
26234;MOREAU;7;330,5;576,25;9,6;2432
4572;CHEVALLIER;7;330,5;582;9,7;2406
49314;MACE;7;330,5;589,75;9,83;2373
90032;DESCHAMPS;7;330,5;612,5;10,21;2252
77561;TESSIER;7;330,5;650,75;10,85;2007
117544;PINTO;7;330,5;709,25;11,82;1377
92631;CORDIER;7;330,5;717;11,95;1280
34867;ALLARD;7;330,5;722,75;12,05;1215
106697;GARCIA;7;331;583,75;9,73;2398
60762;DUHAMEL;7;331;622;10,37;2207
20209;BODIN;7;331;630,25;10,5;2162
105663;BOULAY;7;331;685,5;11,43;1641
107511;WEBER;7;331;720,5;12,01;1238
82179;ROCHE;7;331;722,25;12,04;1218
75292;MARTINEZ;7;331;729,75;12,16;1127
84734;BOUCHER;7;331;748;12,47;882
52771;DELMAS;7;331;765,75;12,76;683
12134;GUYON;7;331,5;580,5;9,68;2413
47419;CLEMENT;7;331,5;607,25;10,12;2282
54265;CARPENTIER;7;331,5;718,5;11,98;1265
73736;CARPENTIER;7;331,5;726;12,1;1183
91985;VAILLANT;7;332;587;9,78;2386
63565;VASSEUR;7;332;607,5;10,13;2280
75349;RENAULT;7;332;625,25;10,42;2187
1100;BERTIN;7;332;635;10,58;2134
47694;PONS;7;332;649;10,82;2019
103756;ETIENNE;7;332;649,5;10,83;2016
31226;COHEN;7;332;670,25;11,17;1817
54347;THOMAS;7;332;677,75;11,3;1740
102160;PREVOST;7;332;688,5;11,48;1612
25399;DUMONT;7;332;700;11,67;1482
90242;MARY;7;332;707,5;11,79;1395
14266;RODRIGUES;7;332;710,75;11,85;1356
14491;BARBIER;7;332;727,25;12,12;1159
111358;TEXIER;7;332;738,5;12,31;1007
77587;BERTRAND;7;332;739,5;12,33;989
113729;GUILBERT;7;332,5;575,75;9,6;2436
92402;BARON;7;332,5;576,75;9,61;2430
108266;BENOIT;7;332,5;681,5;11,36;1686
19181;MILLET;7;332,5;705,25;11,75;1423
41777;BECKER;7;332,5;708,75;11,81;1382
98450;CARRE;7;332,5;752,75;12,55;829
89859;GILLES;7;333;577,5;9,63;2426
43541;JOSEPH;7;333;599,25;9,99;2332
15525;BARBE;7;333;673,75;11,23;1778
83362;GRENIER;7;333;695,5;11,59;1524
79098;PHILIPPE;7;333;714,5;11,91;1311
88618;PIERRE;7;333;718;11,97;1269
61365;VERDIER;7;333;727;12,12;1167
46574;GERMAIN;7;333;757,25;12,62;775
105174;PERROT;7;333;825,25;13,75;219
84094;MARTINS;7;333,5;585,75;9,76;2392
5779;TEIXEIRA;7;333,5;607,5;10,13;2279
33924;GROS;7;333,5;611,5;10,19;2259
60937;LACROIX;7;333,5;657,25;10,95;1948
19786;LESAGE;7;333,5;747,5;12,46;890
96875;DURAND;7;334;609,5;10,16;2269
94556;FAURE;7;334;642;10,7;2088
13549;TEXIER;7;334;648,5;10,81;2026
90329;MASSON;7;334;684,75;11,41;1652
63475;JACOB;7;334;688,75;11,48;1610
47761;GAUDIN;7;334;695;11,58;1530
30211;HERNANDEZ;7;334;706,75;11,78;1406
98662;FERNANDEZ;7;334;708,5;11,81;1386
64747;GUILLET;7;334;713;11,88;1327
84044;ROYER;7;334;745,75;12,43;906
72948;RUIZ;7;334,5;603,75;10,06;2303
42110;RICHARD;7;334,5;605,75;10,1;2295
80461;NOEL;7;334,5;698,25;11,64;1499
68169;ROLLAND;7;334,5;705,75;11,76;1419
83390;BENOIT;7;334,5;732;12,2;1095
100480;LEBRETON;7;334,5;799;13,32;393
93137;LOPES;7;335;574,75;9,58;2441
69316;WAGNER;7;335;636,25;10,6;2129
17088;BERNARD;7;335;643,5;10,73;2071
36552;PELLETIER;7;335;647,5;10,79;2040
104990;GILBERT;7;335;653;10,88;1985
60436;MARCHAND;7;335;693;11,55;1556
73720;DUVAL;7;335;695,5;11,59;1522
29683;DESCHAMPS;7;335;702,25;11,7;1455
83734;BARON;7;335;733,5;12,23;1073
17233;PINEAU;7;335;734,75;12,25;1060
81956;SIMON;7;335;736,25;12,27;1039
56678;ANTOINE;7;335;738;12,3;1015
84776;LEBON;7;335;750,5;12,51;852
35213;GROS;7;335,5;606;10,1;2293
79477;BENOIT;7;335,5;610;10,17;2265
69175;GILLES;7;335,5;710;11,83;1368
110245;SALMON;7;336;575,25;9,59;2437
37364;LEBLANC;7;336;585,25;9,75;2395
112226;GODARD;7;336;613,75;10,23;2241
55859;TEIXEIRA;7;336;617,5;10,29;2222
68139;IMBERT;7;336;642,25;10,7;2086
85427;JEAN;7;336;649,5;10,83;2017
88161;GERMAIN;7;336;705,75;11,76;1416
45113;RODRIGUES;7;336;713;11,88;1328
9003;MOREAU;7;336;715,75;11,93;1293
40473;BRUNEL;7;336;727,5;12,13;1157
63506;TANGUY;7;336;735,25;12,25;1054
40986;MARIN;7;336;756,75;12,61;779
1469;DUFOUR;7;336,5;586;9,77;2391
38847;RENAULT;7;336,5;607,25;10,12;2281
53504;LUCAS;7;336,5;633;10,55;2149
4973;PERRIN;7;336,5;702,5;11,71;1452
4696;MAILLOT;7;336,5;707;11,78;1401
68089;BARON;7;336,5;807;13,45;319
100546;AUGER;7;337;578;9,63;2424
7350;DELATTRE;7;337;579;9,65;2418
19526;PAYET;7;337;597,75;9,96;2341
19864;DENIS;7;337;616,5;10,28;2224
33455;CHAUVIN;7;337;623,25;10,39;2190
102067;BOUCHER;7;337;646,75;10,78;2044
35145;FRANCOIS;7;337;664,5;11,08;1879
91010;DIJOUX;7;337;689;11,48;1604
111403;BOUSQUET;7;337;701,25;11,69;1461
85761;BRUN;7;337;711,25;11,85;1347
36584;BERGER;7;337;734;12,23;1064
38152;MERCIER;7;337;760;12,67;741
105551;FRANCOIS;7;337,5;599,5;9,99;2328
95763;RENAUD;7;337,5;611,75;10,2;2258
215;FAIVRE;7;337,5;699;11,65;1495
110944;BUISSON;7;337,5;707,5;11,79;1396
104444;DUHAMEL;7;337,5;707,5;11,79;1398
38997;GRENIER;7;337,5;728,25;12,14;1150
73761;BERGER;7;337,5;744;12,4;932
69017;ANTOINE;7;337,5;757,5;12,63;772
3019;ROBIN;7;337,5;764,25;12,74;691
55105;THOMAS;7;337,5;780;13;554
17512;BARRE;7;337,5;808,75;13,48;311
2628;GUILLOT;7;338;577;9,62;2429
95167;GIMENEZ;7;338;619,25;10,32;2209
39481;ROCHE;7;338;633;10,55;2148
101516;JEAN;7;338;643;10,72;2080
37616;ROGER;7;338;687,25;11,45;1623
56913;DA SILVA;7;338;687;11,45;1628
14806;GAUDIN;7;338;710,5;11,84;1360
36369;MOREAU;7;338;719,25;11,99;1256
117461;GOMES;7;338;729,25;12,15;1134
48296;PEREZ;7;338;739,5;12,33;995
23473;BOURDON;7;338;744;12,4;930
96985;ROUSSEL;7;338,5;600;10;2323
39212;ANTOINE;7;338,5;618;10,3;2215
88892;NAVARRO;7;338,5;729,75;12,16;1126
6284;LEVEQUE;7;338,5;761,5;12,69;724
86850;DA SILVA;7;339;578,5;9,64;2423
51106;GERMAIN;7;339;580,75;9,68;2411
47975;PAGES;7;339;613,5;10,23;2243
70366;DUPRE;7;339;623,5;10,39;2186
1911;MARY;7;339;639;10,65;2113
103091;GERARD;7;339;646,75;10,78;2043
48537;BOUVIER;7;339;648,5;10,81;2025
71337;JOSEPH;7;339;663,75;11,06;1885
62204;MARY;7;339;670,75;11,18;1814
32377;BRUNEL;7;339;677;11,28;1750
8559;RODRIGUEZ;7;339;683,75;11,4;1658
46406;ETIENNE;7;339;710,25;11,84;1365
71661;LEROY;7;339;716;11,93;1289
54374;POIRIER;7;339,5;594,25;9,9;2359
49347;BERTHELOT;7;339,5;626;10,43;2175
96982;LECONTE;7;339,5;680;11,33;1707
116965;JACOB;7;339,5;712,5;11,88;1333
109050;AUBERT;7;339,5;724,75;12,08;1199
16093;DENIS;7;339,5;743,75;12,4;934
93472;BLOT;7;339,5;773;12,88;618
34290;NORMAND;7;340;607;10,12;2286
35849;FERREIRA;7;340;643,5;10,73;2070
97578;FOURNIER;7;340;681;11,35;1690
49377;LACROIX;7;340;723,25;12,05;1209
10254;COSTE;7;340;755;12,58;805
30663;BUISSON;7;340,5;610;10,17;2266
28518;MORIN;7;340,5;616,5;10,28;2225
65736;COLIN;7;340,5;745,25;12,42;911
40403;DEVAUX;7;341;582,75;9,71;2402
14448;FABRE;7;341;613;10,22;2247
53985;POTTIER;7;341;643,25;10,72;2075
36356;ALLARD;7;341;651,5;10,86;1994
65732;DIALLO;7;341;659,25;10,99;1924
89819;CLERC;7;341;669,75;11,16;1820
65193;MARTINS;7;341;678;11,3;1732
102504;BERNIER;7;341;696;11,6;1518
20407;HAMEL;7;341;769;12,82;657
106937;REMY;7;341,5;608,75;10,15;2273
11992;BARTHELEMY;7;341,5;693,75;11,56;1545
12573;BEGUE;7;341,5;717,5;11,96;1273
1923;NEVEU;7;341,5;720;12;1245
109906;PASCAL;7;341,5;755,5;12,59;796
117802;MONNIER;7;342;586,25;9,77;2389
31444;MAILLARD;7;342;599;9,98;2333
86919;MARECHAL;7;342;611;10,18;2261
30371;BERNARD;7;342;644,5;10,74;2060
30266;MONNIER;7;342;646,25;10,77;2049
24761;RENAULT;7;342;654;10,9;1976
37209;JACQUOT;7;342;681;11,35;1689
72842;MILLET;7;342;689,25;11,49;1598
91856;BLANCHET;7;342;700;11,67;1483
117694;MERCIER;7;342;714,25;11,9;1316
11197;BUISSON;7;342;718,75;11,98;1260
112320;TURPIN;7;342;733,5;12,23;1076
69729;RUIZ;7;342;798,25;13,3;399
95844;FOUCHER;7;342,5;599,25;9,99;2331
111350;REMY;7;342,5;720,25;12;1241
69557;LAGARDE;7;342,5;735,75;12,26;1047
83936;PERRET;7;343;613;10,22;2246
76697;MERCIER;7;343;614,25;10,24;2237
97798;TANGUY;7;343;632,25;10,54;2152
57035;MASSE;7;343;641,25;10,69;2097
96143;PICARD;7;343;647,5;10,79;2039
15262;MARIN;7;343;665;11,08;1875
103746;ROSSI;7;343;675,25;11,25;1768
65687;LOPES;7;343;711,25;11,85;1345
113508;DELAUNAY;7;343;710,75;11,85;1355
94580;TANGUY;7;343;720;12;1247
13199;PAGES;7;343;722,25;12,04;1220
54831;OLLIVIER;7;343,5;668,5;11,14;1836
26552;BLONDEL;7;343,5;743;12,38;948
90333;NOEL;7;344;631,75;10,53;2143
71161;ROBERT;7;344;645,5;10,76;2055
71826;SAMSON;7;344;648,5;10,81;2027
82061;VAILLANT;7;344;651;10,85;2002
90605;FONTAINE;7;344;656,75;10,95;1952
49659;CARRE;7;344;666;11,1;1863
25653;DAVID;7;344;700;11,67;1485
48370;VALENTIN;7;344;717;11,95;1279
54355;REMY;7;344;751,25;12,52;839
34129;JEAN;7;344;755;12,58;803
106300;IMBERT;7;344;763;12,72;700
74068;PEREZ;7;344,5;597;9,95;2346
44449;MAURICE;7;344,5;612,5;10,21;2253
8729;CHAUVET;7;344,5;806,75;13,45;322
22768;VOISIN;7;345;638,25;10,64;2116
76004;PEREIRA;7;345;641,25;10,69;2098
30905;SCHMITT;7;345;660;11;1916
90339;PERRIER;7;345;683;11,38;1665
8644;LEJEUNE;7;345;685,5;11,43;1645
64827;CHEVALLIER;7;345;698;11,63;1501
18156;LECONTE;7;345;710,5;11,84;1361
78273;CHRETIEN;7;345;711,25;11,85;1344
61626;FLEURY;7;345;720,75;12,01;1234
69110;MAHE;7;345;738,25;12,3;1010
27143;LEMONNIER;7;345;755,5;12,59;797
48878;CHARTIER;7;345;775,25;12,92;596
90431;CORDIER;7;345,5;597,25;9,95;2344
55457;DIDIER;7;345,5;599;9,98;2334
92251;PICARD;7;345,5;613,75;10,23;2242
69589;LEMAIRE;7;345,5;620;10,33;2208
38765;LEROY;7;345,5;707;11,78;1400
59951;JOURDAN;7;345,5;739,5;12,33;993
71182;OLIVIER;7;346;601;10,02;2320
33426;RODRIGUES;7;346;644;10,73;2064
103000;ROLLAND;7;346;680,25;11,34;1703
33613;BESSON;7;346;698,75;11,65;1496
56875;PERRET;7;346;718,75;11,98;1258
7521;THIBAULT;7;346;732,5;12,21;1090
60279;DUPONT;7;346;735,25;12,25;1052
100251;MAILLOT;7;346;738,5;12,31;1008
114454;LAUNAY;7;346;776,25;12,94;588
104563;PASCAL;7;346,5;610,75;10,18;2263
65685;DUVAL;7;346,5;618;10,3;2216
25263;LENOIR;7;346,5;743;12,38;947
39577;LEMOINE;7;346,5;742,5;12,38;956
8906;LEGROS;7;346,5;759,25;12,65;751
80780;PELLETIER;7;347;585,75;9,76;2393
114289;DELAHAYE;7;347;596,5;9,94;2347
51369;BENARD;7;347;609,25;10,15;2270
85865;DE SOUSA;7;347;625,25;10,42;2179
58471;AUBRY;7;347;635,5;10,59;2121
67310;HENRY;7;347;636,25;10,6;2130
42256;DUPUIS;7;347;659,75;11;1918
46794;ALBERT;7;347;708;11,8;1391
62565;MASSE;7;347;711;11,85;1351
50310;MARTINEAU;7;347;733;12,22;1081
10904;ROCHER;7;347;836,75;13,95;167
108395;FAIVRE;7;347,5;599,5;9,99;2329
96170;GONZALEZ;7;347,5;680;11,33;1708
13552;MAILLOT;7;347,5;760;12,67;740
37800;MICHAUD;7;348;602;10,03;2317
19854;CARPENTIER;7;348;606;10,1;2294
73087;GIMENEZ;7;348;608,25;10,14;2275
118109;RENARD;7;348;639,5;10,66;2108
117748;RIBEIRO;7;348;639,5;10,66;2109
42714;MAILLARD;7;348;665;11,08;1876
10696;COLLET;7;348;665,25;11,09;1869
13286;PEREIRA;7;348;688;11,47;1617
36831;LOPEZ;7;348;704,5;11,74;1430
53218;GEORGES;7;348;715,75;11,93;1290
82815;MARY;7;348;733,75;12,23;1071
84178;LEBLANC;7;348;748;12,47;883
56950;VERDIER;7;348;753,75;12,56;816
69571;MEUNIER;7;348,5;619;10,32;2211
5728;DUHAMEL;7;348,5;744;12,4;927
15972;LAMY;7;349;608;10,13;2277
86475;BESNARD;7;349;639;10,65;2112
116536;TANGUY;7;349;680,25;11,34;1701
67978;JACOB;7;349;690,5;11,51;1586
97463;BRUNEAU;7;349;702,25;11,7;1456
4613;HAMON;7;349;732,25;12,2;1091
27580;DUHAMEL;7;349;761,25;12,69;727
52661;CARRE;7;349;777,5;12,96;571
13816;LOUIS;7;349;786;13,1;498
26167;BONNEAU;7;349,5;620,75;10,35;2203
114576;BOURGEOIS;7;349,5;712,75;11,88;1329
105125;MOREAU;7;349,5;733,5;12,23;1074
79256;GILLET;7;349,5;745,5;12,43;910
73928;FISCHER;7;350;589;9,82;2375
116019;ROY;7;350;596,5;9,94;2348
1930;PONS;7;350;602,25;10,04;2314
38541;DUPONT;7;350;612,75;10,21;2249
51836;WEBER;7;350;645,25;10,75;2057
71122;FOURNIER;7;350;672,75;11,21;1795
83568;DIJOUX;7;350;678,75;11,31;1722
22141;COULON;7;350;679,75;11,33;1710
115404;BENARD;7;350;697,75;11,63;1505
56383;GONCALVES;7;350;750,5;12,51;853
96212;CHARRIER;7;350;756,25;12,6;783
78569;GOMEZ;7;350;764,75;12,75;689
65023;GAUTHIER;7;350,5;752;12,53;833
79966;GUYOT;7;351;638,75;10,65;2105
71942;EVRARD;7;351;641,25;10,69;2099
113969;ROBIN;7;351;660;11;1912
12221;LEGENDRE;7;351;676,75;11,28;1752
46368;BOYER;7;351;677,5;11,29;1742
8338;HERVE;7;351;695,25;11,59;1526
64026;MAURICE;7;351;732;12,2;1093
30313;BRETON;7;351;740;12,33;984
83251;COSTA;7;351;777;12,95;583
15367;GILLET;7;351,5;607;10,12;2285
110691;PAGES;7;351,5;612,5;10,21;2254
116243;ROBIN;7;351,5;643,5;10,73;2072
59568;GIRAUD;7;351,5;734;12,23;1066
101823;MERLE;7;352;631,25;10,52;2145
33126;DELATTRE;7;352;643;10,72;2079
28002;DUVAL;7;352;673,5;11,23;1783
113444;TRAORE;7;352;683,5;11,39;1661
94088;LEDUC;7;352;696;11,6;1517
14375;MORVAN;7;352;710,25;11,84;1364
17678;ALBERT;7;352;737,75;12,3;1018
87405;FRANCOIS;7;352;750,25;12,5;854
81864;HERNANDEZ;7;352;756,5;12,61;782
84150;AUGER;7;352;782,25;13,04;535
58877;PETIT;7;352,5;602,5;10,04;2311
14132;BRUNEL;7;352,5;641,5;10,69;2091
119625;GOSSELIN;7;353;647,5;10,79;2038
115853;GUILLON;7;353;671,75;11,2;1800
114111;VASSEUR;7;353;685,5;11,43;1643
101138;PIRES;7;353;700,5;11,68;1475
3277;DUFOUR;7;353;736,25;12,27;1040
72808;RIVIERE;7;353;739,25;12,32;998
83170;ANTOINE;7;353;744,25;12,4;924
18593;DIAS;7;353;746,75;12,45;898
73017;FERREIRA;7;353;750,25;12,5;857
111760;GUYON;7;353;756,25;12,6;784
40723;GREGOIRE;7;353;765,25;12,75;687
22834;ROUSSET;7;353;765,5;12,76;686
113740;LE GOFF;7;353;775,75;12,93;593
56584;DA SILVA;7;353;777,25;12,95;575
51393;GUERIN;7;353,5;639,25;10,65;2103
109476;PEREIRA;7;354;646;10,77;2050
87103;LE ROUX;7;354;675,75;11,26;1760
16374;CARLIER;7;354;725,5;12,09;1191
32701;MEYER;7;354;752,25;12,54;830
26736;PICARD;7;354;770,25;12,84;644
60597;LECONTE;7;354;782;13,03;539
17645;PERON;7;354,5;593;9,88;2360
86586;MORENO;7;354,5;595;9,92;2354
34201;LEVEQUE;7;354,5;603,25;10,05;2305
114889;THIBAULT;7;354,5;606,5;10,11;2291
81852;HENRY;7;354,5;617,5;10,29;2220
110324;MERCIER;7;354,5;758;12,63;766
67677;GUERIN;7;354,5;788;13,13;476
61378;PERON;7;355;595;9,92;2355
60188;BAILLY;7;355;598,75;9,98;2336
119548;MASSE;7;355;606,5;10,11;2292
82610;LABBE;7;355;615,5;10,26;2230
87074;MEYER;7;355;657;10,95;1951
35735;REYNAUD;7;355;659;10,98;1926
116231;GODARD;7;355;667,25;11,12;1851
65662;ALLARD;7;355;669,25;11,15;1828
80266;NEVEU;7;355;682,5;11,38;1675
26192;PERRET;7;355;686,25;11,44;1635
53059;REYNAUD;7;355;759,75;12,66;744
27166;GARCIA;7;355,5;595;9,92;2356
92099;GUIBERT;7;355,5;627;10,45;2169
118660;ARNAUD;7;355,5;641,75;10,7;2069
16496;CHAUVIN;7;356;602,5;10,04;2312
11369;CHAUVET;7;356;659;10,98;1929
54756;FERNANDES;7;356;667,5;11,13;1847
4126;THOMAS;7;356;695,5;11,59;1523
84572;BONNIN;7;356;741,75;12,36;962
66998;BLANCHET;7;356;763,25;12,72;697
3747;HOAREAU;7;357;616,25;10,27;2226
108389;BENARD;7;357;629,5;10,49;2156
95978;BOULAY;7;357;638;10,63;2107
1624;BAZIN;7;357;650,25;10,84;2008
44901;PERRET;7;357;650,75;10,85;2006
49805;DUBOIS;7;357;668,75;11,15;1833
94656;PICARD;7;357;674;11,23;1776
15064;TORRES;7;357;678,25;11,3;1731
116025;DUPUY;7;357;687,5;11,46;1621
91375;JACQUET;7;357;704;11,73;1437
11057;MATHIEU;7;357;732,75;12,21;1084
101065;GOSSELIN;7;357;754,75;12,58;809
27530;COLAS;7;357;757,5;12,63;770
79408;OLIVIER;7;357;783,5;13,06;524
77831;REY;7;357,5;624,5;10,41;2180
12499;PICHON;7;357,5;636,75;10,61;2115
5477;RIOU;7;357,5;757,5;12,63;773
51026;GOMEZ;7;358;669,5;11,16;1823
55771;RICHARD;7;358;672;11,2;1799
43231;MARIE;7;358;698;11,63;1500
65664;ROBERT;7;358;737,5;12,29;1021
18277;BERGER;7;358;743,25;12,39;942
50802;NORMAND;7;358;746,5;12,44;903
49779;BERTRAND;7;358;820;13,67;248
76958;TEIXEIRA;7;358,5;648,75;10,81;2023
96851;LAMBERT;7;358,5;720,25;12;1242
100014;COHEN;7;358,5;747;12,45;896
109008;ALEXANDRE;7;358,5;774,25;12,9;605
33990;BRUNEAU;7;359;598,75;9,98;2335
4060;LACROIX;7;359;668,5;11,14;1838
99009;LEMOINE;7;359;669,25;11,15;1825
1838;ROYER;7;359;710,75;11,85;1357
27123;VERDIER;7;359;719;11,98;1257
53621;DIAS;7;359;722,75;12,05;1214
37276;DURAND;7;359;724;12,07;1204
79046;LACOMBE;7;359;727,25;12,12;1161
99902;ALLAIN;7;359;740,5;12,34;971
111318;GONCALVES;7;359;749;12,48;872
24463;JOSEPH;7;359;749,75;12,5;864
60805;LEGRAND;7;359;764;12,73;692
59715;GUILLON;7;359;819,75;13,66;249
62943;ROCHE;7;359,5;619;10,32;2210
27872;IMBERT;7;359,5;639,5;10,66;2096
119043;JACQUET;7;359,5;731,25;12,19;1108
5140;COUTURIER;7;360;605;10,08;2299
10046;MOULIN;7;360;621;10,35;2202
75155;DOS SANTOS;7;360;639;10,65;2104
43743;ROBERT;7;360;645,75;10,76;2037
112023;MARTEL;7;360;655;10,92;1963
91703;LAURENT;7;360;658;10,97;1938
57932;DE SOUSA;7;360;661,25;11,02;1902
107421;BECKER;7;360;782;13,03;538
56323;WEISS;7;360;787,25;13,12;485
53133;CLERC;7;360,5;630,5;10,51;2151
54533;MARTINEAU;7;361;654;10,9;1972
115779;DESCAMPS;7;361;654;10,9;1974
21152;SAUVAGE;7;361;661;11,02;1904
112901;VERDIER;7;361;667,25;11,12;1850
47189;FOUQUET;7;361;673,75;11,23;1777
16737;LECOQ;7;361;681,75;11,36;1681
87163;GIMENEZ;7;361;682,25;11,37;1679
95873;MERCIER;7;361;706,25;11,77;1411
48997;FOUQUET;7;361;711;11,85;1349
29433;ROY;7;361;744;12,4;931
84192;AUBERT;7;361;749,5;12,49;868
119198;ROUSSEAU;7;361;767,25;12,79;673
92373;CHARPENTIER;7;361;770,25;12,84;645
113936;JACQUES;7;361;774;12,9;609
118555;VALLEE;7;361;802,75;13,38;352
68996;VALLET;7;361,5;637;10,62;2114
54181;MOREAU;7;361,5;727;12,12;1164
105685;DA COSTA;7;361,5;729,25;12,15;1137
65783;DA COSTA;7;361,5;729,5;12,16;1133
58602;LANGLOIS;7;362;608,25;10,14;2276
47790;MARCHAL;7;362;616;10,27;2227
72568;CHAUVIN;7;362;631,25;10,52;2146
114395;GILBERT;7;362;632,75;10,55;2136
53772;PETITJEAN;7;362;640,5;10,68;2085
78049;ROCHER;7;362;651,25;10,85;1999
107389;BOURDON;7;362;660,75;11,01;1906
49461;GUILLAUME;7;362;663;11,05;1890
14252;MEUNIER;7;362;665,25;11,09;1870
29239;ADAM;7;362;672,75;11,21;1794
93197;CHAUVET;7;362;689;11,48;1607
38294;EVRARD;7;362;688,75;11,48;1609
91093;BAZIN;7;362;691,75;11,53;1570
112243;GERMAIN;7;362;695,25;11,59;1527
113585;GRONDIN;7;362;714;11,9;1318
73776;JOURDAN;7;362;729,5;12,16;1129
71607;PEREIRA;7;362;742,5;12,38;955
32383;BUISSON;7;362;773,5;12,89;613
28515;LUCAS;7;362;780,5;13,01;551
13051;SALMON;7;362,5;661,75;11,03;1900
35191;GONZALEZ;7;362,5;678,25;11,3;1730
12162;PICHON;7;362,5;762,25;12,7;713
11857;HOAREAU;7;363;623,25;10,39;2189
84256;ROUSSET;7;363;631,75;10,53;2144
46319;LE ROUX;7;363;660;11;1914
83594;RUIZ;7;363;660;11;1915
53062;LANGLOIS;7;363;667,25;11,12;1852
111068;GILBERT;7;363;677,75;11,3;1736
92102;PAUL;7;363;677,75;11,3;1737
75447;DIAS;7;363;680;11,33;1706
85071;CHRETIEN;7;363,5;614;10,23;2238
80260;SCHMITT;7;363,5;779,5;12,99;556
96984;CHARPENTIER;7;364;656,5;10,94;1953
59669;VALENTIN;7;364;658;10,97;1939
88588;BEGUE;7;364;667,5;11,13;1845
72227;ETIENNE;7;364;669,25;11,15;1827
84000;SALMON;7;364;668,75;11,15;1834
89226;CHAUVIN;7;364;671,75;11,2;1801
65688;PIERRE;7;364;713;11,88;1325
20675;VASSEUR;7;364;730,5;12,18;1117
71107;LETELLIER;7;364;737,25;12,29;1026
3281;DE OLIVEIRA;7;364;759,75;12,66;745
37642;PERRIER;7;364;787,5;13,13;483
50839;BARBIER;7;364,5;620,5;10,34;2206
59168;JACQUET;7;364,5;641,5;10,69;2073
45841;PERON;7;364,5;740,25;12,34;977
119525;COLLET;7;364,5;758,5;12,64;758
58711;BLANCHET;7;364,5;794,75;13,25;422
29685;HOARAU;7;364,5;799,5;13,33;386
54358;ROLLAND;7;364,5;806,25;13,44;328
90160;BOUVIER;7;365;636,25;10,6;2119
79370;LAROCHE;7;365;652,75;10,88;1968
13445;JACQUES;7;365;665,25;11,09;1868
71862;ALVES;7;365;668,5;11,14;1835
22103;DELMAS;7;365;669;11,15;1829
25058;RUIZ;7;365;677,75;11,3;1738
65253;MORIN;7;365;684,5;11,41;1653
40774;BRUNEL;7;365;688,25;11,47;1614
89768;MARIE;7;365;709;11,82;1380
116012;WEISS;7;365;719,75;12;1250
77928;ROY;7;365;727,75;12,13;1154
50658;MARQUES;7;365;744,75;12,41;918
118179;LAGARDE;7;365;749,5;12,49;867
81879;GUERIN;7;365;786,75;13,11;490
111791;LAPORTE;7;365,5;642,5;10,71;2061
633;GRONDIN;7;365,5;664;11,07;1883
38724;LACROIX;7;365,5;712;11,87;1337
20772;BARRE;7;365,5;721;12,02;1230
